NUMERO_LIGNE;CLIENT;DATE;DATE_LIVRAISON;ARTICLE;QUANTITE_CAISSE;NUMERO_COMMANDE
15;10194;11/08/2025;11/08/2025;2302;1;384
16;10194;11/08/2025;11/08/2025;2403;1;384
17;10194;11/08/2025;11/08/2025;2402;1;384
18;10194;11/08/2025;11/08/2025;2286;1;384
19;10194;11/08/2025;11/08/2025;1974;1;384
1;10210;21/08/2025;21/08/2025;2249;1;385
2;10210;21/08/2025;21/08/2025;2403;1;385
3;10210;21/08/2025;21/08/2025;2402;1;385
4;10210;21/08/2025;21/08/2025;315;1;385
5;10210;21/08/2025;21/08/2025;314;1;385
6;10210;21/08/2025;21/08/2025;178;1;385
7;10210;21/08/2025;21/08/2025;179;1;385
8;10210;21/08/2025;21/08/2025;79;2;385
9;10210;21/08/2025;21/08/2025;80;1;385
10;10210;21/08/2025;21/08/2025;2103;2;385
11;10210;21/08/2025;21/08/2025;39;2;385
12;10210;21/08/2025;21/08/2025;37;2;385
13;10210;21/08/2025;21/08/2025;597;1;385
14;10210;21/08/2025;21/08/2025;36;1;385
15;10210;21/08/2025;21/08/2025;2317;1;385
16;10210;21/08/2025;21/08/2025;2321;1;385
17;10210;21/08/2025;21/08/2025;2302;1;385
18;10210;21/08/2025;21/08/2025;2300;1;385
19;10210;21/08/2025;21/08/2025;316;1;385
20;10210;21/08/2025;21/08/2025;60;1;385
21;10210;21/08/2025;21/08/2025;66;1;385
22;10210;21/08/2025;21/08/2025;118;1;385
23;10210;21/08/2025;21/08/2025;266;1;385
24;10210;21/08/2025;21/08/2025;160;1;385
25;10210;21/08/2025;21/08/2025;114;1;385
26;10210;21/08/2025;21/08/2025;2215;1;385
27;10210;21/08/2025;21/08/2025;2333;1;385
28;10210;21/08/2025;21/08/2025;2335;1;385
29;10210;21/08/2025;21/08/2025;2334;1;385
1;1761;22/09/2025;22/09/2025;160;1;386
2;1761;22/09/2025;22/09/2025;183;1;386
3;1761;22/09/2025;22/09/2025;2268;1;386
4;1761;22/09/2025;22/09/2025;1375;1;386
1;0;23/09/2025;23/09/2025;113;1;387
2;0;23/09/2025;23/09/2025;1912;2;387
3;0;23/09/2025;23/09/2025;922;2;387
4;0;23/09/2025;23/09/2025;60;1;387
5;0;23/09/2025;23/09/2025;39;1;387
6;0;23/09/2025;23/09/2025;46;1;387
7;0;23/09/2025;23/09/2025;634;1;387
8;0;23/09/2025;23/09/2025;19;1;387
9;0;23/09/2025;23/09/2025;1666;1;387
10;0;23/09/2025;23/09/2025;2016;1;387
11;0;23/09/2025;23/09/2025;1662;1;387
12;0;23/09/2025;23/09/2025;1878;1;387
13;0;23/09/2025;23/09/2025;200;1;387
14;0;23/09/2025;23/09/2025;183;1;387
15;0;23/09/2025;23/09/2025;2183;1;387
16;0;23/09/2025;23/09/2025;2319;1;387
17;0;23/09/2025;23/09/2025;760;1;387
18;0;23/09/2025;23/09/2025;1686;1;387
1;0;01/10/2025;01/10/2025;127;1;388
2;0;01/10/2025;01/10/2025;334;1;388
3;0;01/10/2025;01/10/2025;1604;1;388
4;0;01/10/2025;01/10/2025;2217;1;388
5;0;01/10/2025;01/10/2025;2319;1;388
6;0;01/10/2025;01/10/2025;2170;1;388
7;0;01/10/2025;01/10/2025;2291;1;388
8;0;01/10/2025;01/10/2025;1285;1;388
9;0;01/10/2025;01/10/2025;1027;1;388
1;1628;02/11/2025;02/11/2025;912;1;389
2;1628;02/11/2025;02/11/2025;1785;1;389
3;1628;02/11/2025;02/11/2025;1664;1;389
4;1628;02/11/2025;02/11/2025;2222;2;389
5;1628;02/11/2025;02/11/2025;2221;1;389
6;1628;02/11/2025;02/11/2025;2234;1;389
7;1628;02/11/2025;02/11/2025;2296;1;389
8;1628;02/11/2025;02/11/2025;2294;1;389
9;1628;02/11/2025;02/11/2025;147;2;389
10;1628;02/11/2025;02/11/2025;2300;1;389
11;1628;02/11/2025;02/11/2025;2301;1;389
1;0;02/05/2026;02/05/2026;2460;1;390
2;0;02/05/2026;02/05/2026;252;1;390
3;0;02/05/2026;02/05/2026;2458;1;390
4;0;02/05/2026;02/05/2026;2521;1;390
5;0;02/05/2026;02/05/2026;2623;1;390
6;0;02/05/2026;02/05/2026;2620;1;390
7;0;02/05/2026;02/05/2026;147;1;390
8;0;02/05/2026;02/05/2026;2598;1;390
9;0;02/05/2026;02/05/2026;2075;1;390
10;0;02/05/2026;02/05/2026;2636;1;390
11;0;02/05/2026;02/05/2026;2635;1;390
12;0;02/05/2026;02/05/2026;2634;1;390
13;0;02/05/2026;02/05/2026;97;1;390
14;0;02/05/2026;02/05/2026;108;1;390
15;0;02/05/2026;02/05/2026;1637;1;390
16;0;02/05/2026;02/05/2026;2625;1;390
17;0;02/05/2026;02/05/2026;2626;1;390
18;0;02/05/2026;02/05/2026;2482;1;390
19;0;02/05/2026;02/05/2026;2580;1;390
20;0;02/05/2026;02/05/2026;2579;1;390
